TOTAL CLIENTES;TOTAL ATENDIDOS;DESERTADOS;DESPUES DE CERRAR;PROMEDIO INTERMEDIO;PROMEDIO DE SERVICIO;PROMEDIO DE RETRASO;PROMEDIO DE ESPERA
47;44;3;10;0.340425532;14.08510638;264.3404255;278.4255319
42;42;0;9;0.380952381;15.11904762;276.0714286;291.1904762
51;41;10;8;0.31372549;14.60784314;253.4509804;268.0588235
46;46;0;5;0.347826087;14.39130435;224.1521739;238.5434783
38;38;0;9;0.421052632;14.73684211;286.1842105;300.9210526
34;34;0;0;0.470588235;12.02941176;176.2941176;188.3235294
38;38;0;0;0.421052632;9.973684211;216.6578947;226.6315789
38;38;0;8;0.368421053;16.68421053;318.7368421;335.4210526
49;49;0;9;0.326530612;13.34693878;245.5102041;258.8571429
39;39;0;1;0.41025641;12.33333333;186.8205128;199.1538462
37;37;0;9;0.432432432;16.2972973;293.1081081;309.4054054
46;42;4;7;0.347826087;14.2173913;253.4782609;267.6956522
48;48;0;11;0.333333333;14.875;255.6875;270.5625
59;42;17;13;0.271186441;13.01694915;217.0508475;230.0677966
40;40;0;10;0.4;14.775;300.825;315.6
46;38;8;12;0.347826087;15.80434783;266.4130435;282.2173913
43;43;0;9;0.372093023;13.1627907;294;307.1627907
43;43;0;10;0.372093023;17.30232558;308.5348837;325.8372093
41;41;0;12;0.390243902;18.24390244;292;310.2439024
48;42;6;8;0.333333333;13.83333333;254.0833333;267.9166667
44;44;0;11;0.363636364;14.45454545;280.0227273;294.4772727
38;38;0;5;0.421052632;17.76315789;262.9473684;280.7105263
41;41;0;9;0.390243902;20.19512195;284.3658537;304.5609756
41;41;0;0;0.390243902;12.29268293;220.6341463;232.9268293
43;43;0;2;0.372093023;15.25581395;202.8837209;218.1395349
44;44;0;2;0.363636364;13.63636364;239.75;253.3863636
43;43;0;11;0.372093023;15.53488372;253.0697674;268.6046512
30;30;0;3;0.533333333;15.63333333;209.9333333;225.5666667
46;46;0;3;0.347826087;14;241.5;255.5
51;51;0;6;0.31372549;13.33333333;252.7843137;266.1176471
44;44;0;11;0.363636364;14.18181818;296.8636364;311.0454545
42;42;0;14;0.380952381;19.9047619;337.8095238;357.7142857
50;45;5;9;0.32;16.32;233.06;249.38
42;42;0;11;0.380952381;16.57142857;273.3333333;289.9047619
64;51;13;11;0.25;13.15625;225.4375;238.59375
61;56;5;12;0.262295082;15.03278689;220.0983607;235.1311475
46;43;3;9;0.347826087;14.73913043;267.3478261;282.0869565
46;38;8;12;0.347826087;15.56521739;260.8478261;276.4130435
48;48;0;0;0.333333333;9.395833333;224.4791667;233.875
48;41;7;11;0.333333333;17.66666667;256.7291667;274.3958333
39;35;4;10;0.41025641;15.87179487;299.4871795;315.3589744
37;37;0;11;0.432432432;16.37837838;291.9459459;308.3243243
37;37;0;5;0.432432432;13.56756757;247.3513514;260.9189189
49;48;1;13;0.326530612;15.7755102;283.0204082;298.7959184
39;36;3;11;0.41025641;19;331.6666667;350.6666667
44;41;3;8;0.318181818;14.29545455;306.0227273;320.3181818
43;40;3;4;0.372093023;14;236.2790698;250.2790698
45;45;0;6;0.355555556;14.2;254.1777778;268.3777778
44;44;0;9;0.363636364;17.20454545;276.1590909;293.3636364
53;52;1;11;0.301886792;14.64150943;259.9245283;274.5660377
48;47;1;11;0.333333333;15.45833333;278;293.4583333
52;44;8;8;0.307692308;12.19230769;227.2307692;239.4230769
33;33;0;0;0.484848485;15.57575758;217;232.5757576
45;42;3;10;0.355555556;13.44444444;283.4;296.8444444
45;42;3;12;0.355555556;16.15555556;283.2888889;299.4444444
34;34;0;0;0.470588235;17.29411765;226;243.2941176
38;38;0;9;0.421052632;18.10526316;289;307.1052632
40;40;0;3;0.4;17;226.95;243.95
45;45;0;4;0.355555556;12.26666667;212.9111111;225.1777778
39;38;1;13;0.41025641;17.35897436;309.4615385;326.8205128
45;45;0;8;0.355555556;14.82222222;285.6222222;300.4444444
57;45;12;11;0.280701754;12.14035088;214.2807018;226.4210526
41;41;0;6;0.390243902;16.85365854;245.8292683;262.6829268
39;39;0;4;0.41025641;17.17948718;216.7435897;233.9230769
49;47;2;11;0.326530612;17.67346939;296.5714286;314.244898
26;26;0;7;0.615384615;19.26923077;248.8461538;268.1153846
48;47;1;11;0.333333333;16.47916667;291.7916667;308.2708333
44;44;0;1;0.363636364;12.38636364;217.1590909;229.5454545
43;35;8;8;0.372093023;13.6744186;249.255814;262.9302326
51;45;6;7;0.31372549;13.82352941;207.8627451;221.6862745
42;42;0;5;0.380952381;16.21428571;254.0952381;270.3095238
60;51;9;12;0.266666667;12.18333333;210.0833333;222.2666667
45;45;0;12;0.355555556;16.08888889;259.5777778;275.6666667
51;38;13;11;0.31372549;12.90196078;239.3921569;252.2941176
51;50;1;13;0.31372549;15.88235294;293.1568627;309.0392157
43;43;0;9;0.372093023;16.44186047;241.3023256;257.744186
45;45;0;8;0.355555556;15.04444444;255.1777778;270.2222222
53;50;3;12;0.301886792;18.22641509;254.7735849;273
42;42;0;7;0.380952381;16.14285714;251.3809524;267.5238095
52;52;0;5;0.307692308;12.90384615;243.3461538;256.25
48;39;9;11;0.333333333;13.875;236.0833333;249.9583333
65;39;26;12;0.230769231;13.06153846;207.3846154;220.4461538
56;48;8;12;0.285714286;13.5;250.9464286;264.4464286
48;48;0;13;0.333333333;16.08333333;275.375;291.4583333
41;41;0;5;0.390243902;13.46341463;275.3658537;288.8292683
40;40;0;11;0.4;18.825;285.625;304.45
44;44;0;7;0.363636364;15.54545455;265.2954545;280.8409091
58;53;5;13;0.275862069;14.67241379;250.8965517;265.5689655
45;45;0;12;0.311111111;15.22222222;301.1555556;316.3777778
37;37;0;0;0.432432432;12.83783784;226.3783784;239.2162162
32;32;0;1;0.5;15.09375;213.53125;228.625
45;45;0;8;0.355555556;15.42222222;283.5777778;299
31;31;0;2;0.516129032;18.38709677;229.5483871;247.9354839
51;44;7;13;0.31372549;16.05882353;274.1764706;290.2352941
47;47;0;4;0.340425532;11.4893617;207.9361702;219.4255319
45;42;3;9;0.355555556;14.06666667;271.8222222;285.8888889
50;46;4;11;0.32;15.4;267.32;282.72
49;43;6;0;0.326530612;11.18367347;202.6326531;213.8163265
46;46;0;8;0.347826087;12.7173913;256.4130435;269.1304348
42;42;0;9;0.380952381;16.76190476;220.0714286;236.8333333
44952;42602;2350;7566;363.0298752;14731.23017;251403.7358;266134.966
45;43;2;8;0;15;251;266
